,TESLA DIAGNOSTICS,Unnamed: 1,Unnamed: 2
3592,All Limbs,,
3593,,,
3594,1100    NE005   Nerve Conduction Study of                  ---Select---()          IH                                       2500.00,,
3595,Both Lower Limbs,,
3596,,,
3597,1101    NE006   Nerve Conduction Study of                  ---Select---()          IH                                       2500.00,,
3598,Both Upper Limbs,,
3599,,,
3600,1102    NE007   Nerve Conduction Study of                  ---Select---()          IH                                       1500.00,,
3601,Hand,,
3602,,,
3603,1103    NE008   Nerve Conduction Study of                  ---Select---()          IH                                       1500.00,,
3604,Lower Limbs,,
3605,,,
3606,1104    NE009   Nerve Conduction Study of                  ---Select---()          IH                                       1500.00,,
3607,Upper Limbs,,
3608,,,
3609,,,
3610,,,
3611,,,
3612,Page 67 of 86,,
3613,OPG,,
3614,,,
3615,SNo     Test    Name Of Test                Methodology   Sample/Volume   Temp   Referral Lab   Schedule   Turn around    MRP,,
3616,Code                                                                     Name                      time,,
3617,,,
3618,1105    XR019   X-Ray Cepalagrap (Lateral                 .()                    IH                                      500.00,,
3619,& Frontal),,
3620,,,
3621,1106    XR077   X-Ray OPG                                 .()                    IH                                      500.00,,
3622,,,
3623,1107    XR095   X-Ray TMJ Four Lines                      .()                    IH                                      350.00,,
3624,,,
3625,,,
3626,,,
3627,,,
3628,Page 68 of 86,,
3629,RADIOLOGY,,
3630,,,
3631,SNo     Test    Name Of Test                  Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around     MRP,,
3632,Code                                                                         Name                      time,,
3633,,,
3634,1108    DP030   Doppler Study of Penile                     ---Select---()           IH                                      3500.00,,
3635,,,
3636,1109    xlb     X-Ray Mammography Left                      ---Select---()           IH                                      1600.00,,
3637,Breast,,
3638,,,
3639,1110    XR001   X-Ray LT Hip Joint AP & Lat                 .()                      IH                                       400.00,,
3640,View,,
3641,,,
3642,1111    XR002   X-Ray LT Elbow AP & Lat       Microscopy    .()                      IH                                       250.00,,
3643,View,,
3644,,,
3645,1112    XR003   X-Ray Left Foot AP & Lat                    .()                      IH                                       250.00,,
3646,View,,
3647,,,
3648,1113    XR004   X-Ray LT Hand AP & Lat                      ---Select---()           IH                                       250.00,,
3649,View,,
3650,,,
3651,1114    XR005   X-Ray Both Elbow AP View                    Ascitic Fluid()          IH                                       250.00,,
3652,,,
3653,1115    XR006   X-Ray Both Forearms Lat                     .()                      IH                                       250.00,,
3654,View,,
3655,,,
3656,1116    XR007   X-Ray Both Hand AP Views                    ---Select---()           IH                                       250.00,,
3657,,,
3658,1117    XR008   X-Ray Both Hand Lat Views                   .()                      IH                                       250.00,,
3659,,,
3660,1118    XR009   X-Ray Both Hands AP & Lat                   .()                      IH                                       500.00,,
3661,View,,
3662,,,
3663,1119    XR010   X-Ray Both Heels AP & Lat                   .()                      IH                                       500.00,,
3664,Views,,
3665,,,
3666,1120    XR011   X-Ray Both Heels AP View                    ---Select---()           IH                                       250.00,,
3667,,,
3668,1121    XR012   X-Ray Both Heels Lat View                   .()                      IH                                       250.00,,
3669,,,
3670,1122    XR013   X-Ray Both Hip Joint AP                     .()                      IH                                       250.00,,
3671,View,,
3672,,,
3673,1123    XR014   X-Ray Both Knees Lat View                   .()                      IH                                       250.00,,
3674,,,
3675,1124    XR015   X-Ray Both Knees AP & Lat                   .()                      IH                                       600.00,,
3676,(Standing Views),,
3677,,,
3678,1125    XR016   X-Ray Both Knees AP & Lat                   .()                      IH                                       500.00,,
3679,Views,,
3680,,,
3681,1126    XR017   X-Ray Both Knees AP                         ---Select---()           IH                                       300.00,,
3682,Standing View,,
3683,,,
3684,1127    XR018   X-Ray Both Knees AP View                    ---Select---()           IH                                       300.00,,
3685,Page 69 of 86,,
3686,RADIOLOGY,,
3687,,,
3688,SNo     Test    Name Of Test                 Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around     MRP,,
3689,Code                                                                        Name                      time,,
3690,,,
3691,1128    XR020   X-Ray Both Knees Lat View(                 .()                      IH                                       300.00,,
3692,Standing),,
3693,,,
3694,1129    XR021   X-Ray Both Knees Turnel                    ---Select---()           IH                                       300.00,,
3695,View,,
3696,,,
3697,1130    XR022   X-Ray Both Legs AP & Lat                   .()                      IH                                       500.00,,
3698,Views,,
3699,,,
3700,1131    XR023   X-Ray Both Legs AP Views                   ---Select---()           IH                                       250.00,,
3701,,,
3702,1132    XR024   X-Ray Both Legs Lat View                   .()                      IH                                       250.00,,
3703,,,
3704,1133    XR025   X-Ray Both Lower Limbs AP                  .()                      IH                                      1200.00,,
3705,& Lat,,
3706,,,
3707,1134    XR026   X-Ray Both Mandible Lat                    .()                      IH                                       400.00,,
3708,Views,,
3709,,,
3710,1135    XR027   X-Ray Both Shoulder AP                     ---Select---()           IH                                       400.00,,
3711,View,,
3712,,,
3713,1136    XR028   X-Ray Both Shoulder Lat                    ---Select---()           IH                                       400.00,,
3714,View,,
3715,,,
3716,1137    XR029   X-Ray Both Thumbs AP &                     ---Select---()           IH                                       500.00,,
3717,Lat View,,
3718,,,
3719,1138    XR030   X-Ray BothTM Joint View                    ---Select---()           IH                                       400.00,,
3720,,,
3721,1139    XR031   X-Ray Both Wrist AP View                   ---Select---()           IH                                       250.00,,
3722,,,
3723,1140    XR032   X-Ray Both Wrist Lat View                  .()                      IH                                       250.00,,
3724,,,
3725,1141    XR033   X-Ray Wrist Both Oblique                   .()                      IH                                       250.00,,
3726,,,
3727,1142    XR034   X-Ray C-Spine AP View                      ---Select---()           IH                                       200.00,,
3728,,,
3729,1143    XR035   X-Ray C-Spine Lat View                     .()                      IH                                       200.00,,
3730,,,
3731,1144    XR036   X-Ray Cervical Both Lat                    ---Select---(1)          IH                                       400.00,,
3732,View,,
3733,,,
3734,1145    XR037   X-Ray Cervical Spine AP &                  .()                      IH                                       400.00,,
3735,Lat View,,
3736,,,
3737,1146    XR039   X-Ray Cervical Spine Both                  .()                      IH                                       400.00,,
3738,Oblique Views,,
3739,,,
3740,1147    XR040   X-Ray Optional (Neck/Back/                 ---Select---()           IH                                       400.00,,
3741,Knee),,
3742,Page 70 of 86,,
3743,RADIOLOGY,,
3744,,,
3745,SNo     Test    Name Of Test                  Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around     MRP,,
3746,Code                                                                         Name                      time,,
3747,,,
3748,1148    XR041   X-Ray Sacrum AP & Lat                       ---Select---()           IH                                       400.00,,
3749,View,,
3750,,,
3751,1149    XR042   X-Ray Mammography (Both                     .()                      IH                                      2000.00,,
3752,Breast),,
3753,,,
3754,1150    XR043   X-Ray Chest 14 X 17 Inches                  ---Select---()           IH                                       300.00,,
3755,,,
3756,1151    XR044   X-Ray Abdomen AP &                          ---Select---()           IH                                       400.00,,
3757,Lateral,,
3758,,,
3759,1152    XR045   X-Ray Arm AP & Lat View                     ---Select---()           IH                                       400.00,,
3760,,,
3761,1153    XR046   X-Ray Axilla                                ---Select---()           IH                                       200.00,,
3762,,,
3763,1154    XR047   X-Ray Barium Enema With                     ---Select---()           IH                                      1500.00,,
3764,Contrast,,
3765,,,
3766,1155    XR048   X-Ray Barium Follow                         ---Select---(6)          IH                                      1500.00,,
3767,Through,,
3768,,,
3769,1156    XR049   X-Ray Both Ankle Joint AP &                 ---Select---()           IH                                       500.00,,
3770,Lat view,,
3771,,,
3772,1157    XR050   X-Ray Both Ankle Joint                      ---Select---()           IH                                       500.00,,
3773,Axillary View,,
3774,,,
3775,1158    XR051   X-Ray Both Hands AP &                       ---Select---()           IH                                       500.00,,
3776,Oblique,,
3777,,,
3778,1159    XR052   X-Ray Both Knees Skyline                    ---Select---()           IH                                       400.00,,
3779,View,,
3780,,,
3781,1160    XR053   X-Ray Both Mastiods Lat                     ---Select---()           IH                                       300.00,,
3782,View,,
3783,,,
3784,1161    XR054   X-Ray Chest Full Size                       ---Select---()           IH                                       300.00,,
3785,,,
3786,1162    XR055   X-Ray Chest Large Film                      ---Select---()           IH                                       300.00,,
3787,,,
3788,1163    XR056   X-Ray Clavical AP View                      ---Select---()           IH                                       200.00,,
3789,,,
3790,1164    XR057   X-Ray Clavical Lat View                     ---Select---()           IH                                       200.00,,
3791,,,
3792,1165    XR058   X-Ray Extra Film                            ---Select---()           IH                                       150.00,,
3793,,,
3794,1166    XR060   X-Ray Heel AP View                          ---Select---()           IH                                       200.00,,
3795,,,
3796,1167    XR061   X-Ray Hip AP & Lat View                     .()                      IH                                       400.00,,
3797,,,
3798,,,
3799,Page 71 of 86,,
3800,RADIOLOGY,,
3801,,,
3802,SNo     Test    Name Of Test                  Methodology   Sample/Volume    Temp   Referral Lab   Schedule   Turn around     MRP,,
3803,Code                                                                        Name                      time,,
3804,,,
3805,1168    XR062   X-Ray Knee AP & Lat (Stand                  ---Select---()          IH                                       300.00,,
3806,ing),,
3807,,,
3808,1169    XR063   X-Ray Knee AP (Standing                     ---Select---()          IH                                       250.00,,
3809,Veiw),,
3810,,,
3811,1170    XR064   X-Ray Knee Lat Standing                     .(2)                    IH                                       250.00,,
3812,View,,
3813,,,
3814,1171    XR065   X-Ray Left Knee AP & Lat                    .()                     IH                                       250.00,,
3815,View,,
3816,,,
3817,1172    XR066   X-Ray Left Wrist AP & Lat                   .()                     IH                                       250.00,,
3818,View,,
3819,,,
3820,1173    XR067   X-Ray Left Hand AP View                     ---Select---()          IH                                       250.00,,
3821,,,
3822,1174    XR068   X-Ray Left Humerus AP &                     .()                     IH                                       300.00,,
3823,Lat View,,
3824,,,
3825,1175    XR069   X-Ray Right Knee AP & Lat                   ---Select---()          IH                                       250.00,,
3826,View,,
3827,,,
3828,1176    XR070   X-Ray Left Sholder AP & Lat                 .()                     IH                                       400.00,,
3829,View,,
3830,,,
3831,1177    XR071   X-Ray Right Wrist AP & Lat                  .()                     IH                                       250.00,,
3832,View,,
3833,,,
3834,1178    XR072   X-Ray Wrist Obli AP and Lat                 .()                     IH                                       400.00,,
3835,View,,
3836,,,
3837,1179    XR073   X-Ray Mandible AP & Lat                     .()                     IH                                       400.00,,
3838,View,,
3839,,,
3840,1180    XR074   X-Ray MCUG (Micturating                     ---Select---()          IH                                      2000.00,,
3841,Cysto Urethrogram),,
3842,,,
3843,1181    XR075   X-Ray Nasopharynx With                      ---Select---()          IH                                       200.00,,
3844,Adenoids,,
3845,,,
3846,1182    XR076   X-Ray of Part/Knee Neck                     ---Select---()          IH                                       400.00,,
3847,,,
3848,1183    XR079   X-Ray Right Elbow AP & Lat                  .()                     IH                                       250.00,,
3849,View,,
3850,,,
3851,1184    XR080   X-Ray Right Foot AP & Lat                   .()                     IH                                       250.00,,
3852,View,,
3853,,,
3854,1185    XR081   X-Ray Right Hand AP & Lat                   .()                     IH                                       250.00,,
3855,View,,
3856,,,
3857,Page 72 of 86,,
3858,RADIOLOGY,,
3859,,,
3860,SNo     Test    Name Of Test                  Methodology   Sample/Volume    Temp   Referral Lab   Schedule   Turn around     MRP,,
3861,Code                                                                        Name                      time,,
3862,,,
3863,1186    XR082   X-Ray Right Humerus AP &                    .()                     IH                                       300.00,,
3864,Lat View,,
3865,,,
3866,1187    XR084   X-Ray Right Shoulder AP &                   .(2)                    IH                                       400.00,,
3867,Lat View,,
3868,,,
3869,1188    XR086   X-Ray Sacrum                                ---Select---()          IH                                       200.00,,
3870,,,
3871,1189    XR087   X-Ray Sella                                 ---Select---()          IH                                       200.00,,
3872,,,
3873,"1190    XR088   X-Ray Skull Town, S View                    ---Select---()          IH                                       200.00",,
3874,,,
3875,1191    XR089   X-Ray Skyline View                          .()                     IH                                       200.00,,
3876,,,
3877,1192    XR090   X-Ray Sternum Lat View                      .()                     IH                                       200.00,,
3878,,,
3879,1193    XR091   X-Ray Spine                                 .()                     IH                                       200.00,,
3880,,,
3881,1194    XR092   X-Ray Thigh AP & Lat View                   .()                     IH                                       400.00,,
3882,,,
3883,1195    XR093   X-Ray Thigh Lower With                      .()                     IH                                       300.00,,
3884,Knee Joint AP & Lat View,,
3885,,,
3886,1196    XR094   X-Ray TM Joint Lat View                     .()                     IH                                       200.00,,
3887,,,
3888,1197    XR096   X-Ray Urethrogram (RGV)                     ---Select---()          IH                                      1500.00,,
3889,Female,,
3890,,,
3891,1198    XR098   X-Ray Wrist Oblique View                    ---Select---()          IH                                       200.00,,
3892,,,
3893,1199    XR099   X-Ray Ankle Joints AP & Lat                 .()                     IH                                       250.00,,
3894,Views,,
3895,,,
3896,1200    XR100   X-Ray Abdomen Lat View                      .()                     IH                                       200.00,,
3897,,,
3898,1201    XR102   X-Ray Ankle Joint AP View                   ---Select---()          IH                                       200.00,,
3899,,,
3900,1202    XR103   X-Ray Ankle Joint Lat View                  .()                     IH                                       200.00,,
3901,,,
3902,1203    XR104   X-Ray Ankle with Foot AP &                  .()                     IH                                       500.00,,
3903,Lat View,,
3904,,,
3905,1204    XR105   X-Ray Barium Enema                          .()                     IH                                      1500.00,,
3906,,,
3907,1205    XR106   X-Ray Barium Meal Follow                    ---Select---()          IH                                      1500.00,,
3908,Through,,
3909,,,
3910,1206    XR107   X-Ray Barium Meal Series (                  ---Select---()          IH                                      1500.00,,
3911,Paediatric),,
3912,,,
3913,Page 73 of 86,,
3914,RADIOLOGY,,
3915,,,
3916,SNo     Test    Name Of Test                 Methodology   Sample/Volume    Temp   Referral Lab   Schedule   Turn around     MRP,,
3917,Code                                                                       Name                      time,,
3918,,,
3919,1207    XR108   X-Ray Barium Swallow                       ---Select---()          IH                                      1500.00,,
3920,,,
3921,1208    XR109   X-Ray Base of Skull                        ---Select---()          IH                                       200.00,,
3922,,,
3923,1209    XR110   X-Ray Both Ankles AP View                  ---Select---()          IH                                       250.00,,
3924,,,
3925,1210    XR111   X-Ray Both Ankles Lat View                 .()                     IH                                       250.00,,
3926,,,
3927,1211    XR112   X-Ray Both Arms AP & Lat                   .()                     IH                                       500.00,,
3928,Views,,
3929,,,
3930,1212    XR113   X-Ray Both Elbows AP & Lat                 .()                     IH                                       500.00,,
3931,Views,,
3932,,,
3933,1213    XR115   X-Ray Both Elbows Lat                      .()                     IH                                       250.00,,
3934,View,,
3935,,,
3936,1214    XR116   X-Ray Both Elbows Oblique                  ---Select---()          IH                                       250.00,,
3937,View,,
3938,,,
3939,1215    XR117   X-Ray Both Foot AP & Lat                   .()                     IH                                       500.00,,
3940,Views,,
3941,,,
3942,1216    XR118   X-Ray Both Foot AP View                    ---Select---()          IH                                       250.00,,
3943,,,
3944,1217    XR119   X-Ray Both Foot Lat View                   .()                     IH                                       250.00,,
3945,,,
3946,1218    XR120   X-Ray Both Femurs AP &                     .()                     IH                                       600.00,,
3947,Lat Views,,
3948,,,
3949,1219    XR121   X-Ray Both Femurs AP View                  ---Select---()          IH                                       300.00,,
3950,,,
3951,1220    XR122   X-Ray Both Forearms AP &                   .()                     IH                                       500.00,,
3952,Lat Views,,
3953,,,
3954,1221    XR123   X-Ray Both Forearms AP                     ---Select---()          IH                                       250.00,,
3955,View,,
3956,,,
3957,1222    XR132   X-Ray Both Hip Joints Lat                  .()                     IH                                       400.00,,
3958,View,,
3959,,,
3960,1223    XR133   X-Ray Both Hips AP View                    ---Select---()          IH                                       400.00,,
3961,,,
3962,1224    XR140   X-Ray Both T M Joints                      .()                     IH                                       400.00,,
3963,,,
3964,1225    XR142   X-Ray Both Wrists AP & Lat                 .()                     IH                                       500.00,,
3965,Views,,
3966,,,
3967,1226    XR145   X-Ray Cervical Spine Both                  ---Select---()          IH                                       400.00,,
3968,Lateral Views,,
3969,,,
3970,Page 74 of 86,,
3971,RADIOLOGY,,
3972,,,
3973,SNo     Test    Name Of Test                 Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around    MRP,,
3974,Code                                                                        Name                      time,,
3975,,,
3976,1227    XR148   X-Ray Cervical Spine Left                  ---Select---()           IH                                      200.00,,
3977,Oblique View,,
3978,,,
3979,1228    XR149   X-Ray Cervical Spine Right                 ---Select---()           IH                                      200.00,,
3980,Oblique View,,
3981,,,
3982,1229    XR150   X-Ray Chest AP & Lat View                  .()                      IH                                      400.00,,
3983,,,
3984,1230    XR151   X-Ray Chest AP View(For                    ---Select---()           IH                                      200.00,,
3985,Ribs),,
3986,,,
3987,1231    XR152   X-Ray Chest AP View (Paed                  ---Select---()           IH                                      200.00,,
3988,iatric),,
3989,,,
3990,1232    XR153   X-Ray Chest Both Lat Views                 .()                      IH                                      400.00,,
3991,,,
3992,1233    XR154   X-Ray Chest Lat View                       .()                      IH                                      200.00,,
3993,,,
3994,1234    XR155   X-Ray Chest Oblique View                   ---Select---()           IH                                      200.00,,
3995,,,
3996,1235    XR158   X-Ray Clavicle Ap View                     ---Select---()           IH                                      200.00,,
3997,,,
3998,1236    XR159   X-Ray Dental ( 1 Films)                    ---Select---()           IH                                      150.00,,
3999,,,
4000,1237    XR160   X-Ray Dorsal Spine AP                      ---Select---(2)          IH                                      200.00,,
4001,View,,
4002,,,
4003,1238    XR161   X-Ray Dorsal Spine AP &                    .()                      IH                                      400.00,,
4004,Lat Views,,
4005,,,
4006,1239    XR162   X-Ray Dorsal Spine Lat                     .()                      IH                                      200.00,,
4007,View,,
4008,,,
4009,1240    XR163   X-Ray Dorso Lumbar Spine                   .()                      IH                                      400.00,,
4010,AP & Lat Views,,
4011,,,
4012,1241    XR164   X-Ray Dorso Lumbar Spine                   ---Select---()           IH                                      200.00,,
4013,AP View,,
4014,,,
4015,1242    XR165   X-Ray Dorso Lumbar Spine                   .()                      IH                                      200.00,,
4016,Lat View,,
4017,,,
4018,1243    XR166   X-Ray Extra (CD)                           ---Select---()           IH                                      100.00,,
4019,,,
4020,1244    XR167   X-Ray Elbow AP & Lat                       .()                      IH                                      250.00,,
4021,Views,,
4022,,,
4023,1245    XR168   X-Ray Elbow AP View                        ---Select---()           IH                                      200.00,,
4024,,,
4025,1246    XR169   X-Ray Elbow Lat View                       .()                      IH                                      200.00,,
4026,,,
4027,Page 75 of 86,,
4028,RADIOLOGY,,
4029,,,
4030,SNo     Test    Name Of Test                 Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around     MRP,,
4031,Code                                                                        Name                      time,,
4032,,,
4033,1247    XR170   X-Ray Entire Arm Ap View                   ---Select---()           IH                                       200.00,,
4034,,,
4035,1248    XR171   X-Ray Erect Abdomen AP                     .()                      IH                                       200.00,,
4036,View,,
4037,,,
4038,1249    XR172   X-Ray Extra Film (14x10)                   ---Select---()           IH                                       200.00,,
4039,,,
4040,1250    XR173   X-Ray Extra Film (17x14)                   ---Select---()           IH                                       300.00,,
4041,,,
4042,1251    XR174   X-Ray Extra Film (8x10)                    ---Select---()           IH                                       100.00,,
4043,,,
4044,1252    XR175   X-Ray Femur AP & Lat View                  .()                      IH                                       400.00,,
4045,,,
4046,1253    XR176   X-Ray Femur AP View                        ---Select---()           IH                                       200.00,,
4047,,,
4048,1254    XR177   X-Ray Femur Lat View                       .()                      IH                                       200.00,,
4049,,,
4050,1255    XR178   X-Ray Finger AP & Lat View                 .()                      IH                                       250.00,,
4051,,,
4052,1256    XR179   X-Ray Fistulogram                          ---Select---()           IH                                      1500.00,,
4053,,,
4054,1257    XR180   X-Ray Foot AP & Lat Views                  .()                      IH                                       250.00,,
4055,,,
4056,1258    XR181   X-Ray Foot AP & Oblique                    .()                      IH                                       250.00,,
4057,View,,
4058,,,
4059,1259    XR182   X-Ray Foot AP View                         ---Select---()           IH                                       200.00,,
4060,,,
4061,1260    XR183   X-Ray Foot Lat View                        .()                      IH                                       200.00,,
4062,,,
4063,1261    XR184   X-Ray Foot Oblique View                    ---Select---()           IH                                       200.00,,
4064,,,
4065,1262    XR185   X-Ray Forearm AP & Lat                     .()                      IH                                       250.00,,
4066,View,,
4067,,,
4068,1263    XR186   X-Ray Forearm AP View                      ---Select---()           IH                                       200.00,,
4069,,,
4070,1264    XR187   X-Ray Forearm Lat View                     .()                      IH                                       200.00,,
4071,,,
4072,1265    XR189   X-Ray HSG                                  ---Select---(2)          IH                                      2000.00,,
4073,,,
4074,1266    XR190   X-Ray Hand AP & Oblique                    ---Select---()           IH                                       250.00,,
4075,Views,,
4076,,,
4077,1267    XR200   X-Ray Hand AP View                         .()                      IH                                       200.00,,
4078,,,
4079,1268    XR201   X-Ray Hand Lat View                        .()                      IH                                       200.00,,
4080,,,
4081,1269    XR202   X-Ray Hand Oblique View                    ---Select---()           IH                                       200.00,,
4082,,,
4083,Page 76 of 86,,
4084,RADIOLOGY,,
4085,,,
4086,SNo     Test    Name Of Test                Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around     MRP,,
4087,Code                                                                       Name                      time,,
4088,,,
4089,1270    XR203   X-Ray Heel AP & Lat Views                 .()                      IH                                       250.00,,
4090,,,
4091,1271    XR204   X-Ray Heel Axial and Lat                  .()                      IH                                       250.00,,
4092,Views,,
4093,,,
4094,1272    XR205   X-Ray Heel Lat View                       .()                      IH                                       200.00,,
4095,,,
4096,1273    XR206   X-Ray Hip Joint AP View                   ---Select---()           IH                                       200.00,,
4097,,,
4098,1274    XR207   X-Ray Hip Joint Lat View                  .()                      IH                                       200.00,,
4099,,,
4100,1275    XR208   X-Ray Humerus AP & Lat                    .()                      IH                                       400.00,,
4101,Views,,
4102,,,
4103,1276    XR209   X-Ray IVP & KUB                           ---Select---()           IH                                      2000.00,,
4104,,,
4105,1277    XR210   X-Ray KUB                                 ---Select---(1)          IH                                       200.00,,
4106,,,
4107,1278    XR211   X-Ray Knee AP & Lat Views                 .()                      IH                                       250.00,,
4108,,,
4109,1279    XR212   X-Ray Knee AP View                        ---Select---()           IH                                       200.00,,
4110,,,
4111,1280    XR215   X-Ray Knee Lat View                       .()                      IH                                       200.00,,
4112,,,
4113,1281    XR216   X-Ray Knee Patellar View                  ---Select---()           IH                                       200.00,,
4114,,,
4115,1282    XR217   X-Ray Knee Skyline View                   ---Select---()           IH                                       200.00,,
4116,,,
4117,1283    XR218   X-Ray Knee Turnel View                    ---Select---()           IH                                       200.00,,
4118,,,
4119,1284    XR219   X-Ray LS Spine AP &                       ---Select---()           IH                                       400.00,,
4120,Lateral Views,,
4121,,,
4122,1285    XR220   X-Ray LS Spine AP Views                   ---Select---()           IH                                       200.00,,
4123,,,
4124,1286    XR221   X-Ray LS Spine Both                       ---Select---()           IH                                       400.00,,
4125,Oblique Views,,
4126,,,
4127,1287    XR222   X-Ray LS Spine Flexion &                  ---Select---()           IH                                       400.00,,
4128,Extension,,
4129,,,
4130,1288    XR223   X-Ray LS Spine Lat View                   .()                      IH                                       200.00,,
4131,,,
4132,1289    XR224   X-Ray LS Spine Oblique                    ---Select---()           IH                                       200.00,,
4133,View,,
4134,,,
4135,1290    XR225   X-Ray LS Spine Right                      ---Select---()           IH                                       200.00,,
4136,Oblique View,,
4137,,,
4138,,,
4139,Page 77 of 86,,
4140,RADIOLOGY,,
4141,,,
4142,SNo     Test    Name Of Test                  Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around    MRP,,
4143,Code                                                                         Name                      time,,
4144,,,
4145,1291    XR226   X-Ray Leg AP & Lat Views                    .()                      IH                                      250.00,,
4146,,,
4147,1292    XR227   X-Ray Leg AP View                           ---Select---()           IH                                      200.00,,
4148,,,
4149,1293    XR228   X-Ray Leg Lat View                          .()                      IH                                      200.00,,
4150,,,
4151,1294    XR229   X-Ray Mandible Lat View                     .()                      IH                                      200.00,,
4152,,,
4153,1295    XR230   X-Ray Mandible AP View                      .()                      IH                                      200.00,,
4154,,,
4155,1296    xr230   X-ray of Part                               ---Select---()           IH                                      300.00,,
4156,,,
4157,1297    XR231   X-Ray Mastoids                              ---Select---(1)          IH                                      250.00,,
4158,,,
4159,1298    XR232   X-Ray Nasal Bone AP & Lat                   .()                      IH                                      400.00,,
4160,Views,,
4161,,,
4162,1299    XR233   X-Ray Nasal Bone Lateral                    ---Select---()           IH                                      200.00,,
4163,,,
4164,1300    XR234   X-Ray Neck AP & Lat Views                   .()                      IH                                      400.00,,
4165,,,
4166,1301    XR235   X-Ray Neck AP View                          ---Select---()           IH                                      200.00,,
4167,,,
4168,1302    XR236   X-Ray Neck Lat View                         .()                      IH                                      200.00,,
4169,,,
4170,1303    XR237   X-Ray Orbit AP & Lat Views                  .()                      IH                                      400.00,,
4171,,,
4172,1304    XR238   X-Ray Orbits                                ---Select---()           IH                                      200.00,,
4173,,,
4174,1305    XR239   X-Ray Paranasal Sinus (PN                   .()                      IH                                      200.00,,
4175,S),,
4176,,,
4177,1306    XR240   X-Ray Paranasal Sinuses (                   .()                      IH                                      400.00,,
4178,PNS) AP & Lat Views,,
4179,,,
4180,1307    XR241   X-Ray Pelvis AP View                        ---Select---()           IH                                      200.00,,
4181,,,
4182,1308    XR242   X-Ray Pelvis AP & Lat Views                 .()                      IH                                      400.00,,
4183,,,
4184,1309    XR244   X-Ray Pelvis Lateral View                   ---Select---()           IH                                      200.00,,
4185,,,
4186,1310    XR245   X-Ray Right Hip Joint AP &                  .()                      IH                                      400.00,,
4187,Lat Views,,
4188,,,
4189,1311    XR246   X-Ray S I Joint AP & Lat                    .()                      IH                                      400.00,,
4190,Views,,
4191,,,
4192,1312    XR247   X-Ray S I Joint AP View                     ---Select---()           IH                                      200.00,,
4193,,,
4194,,,
4195,Page 78 of 86,,
4196,RADIOLOGY,,
4197,,,
4198,SNo     Test    Name Of Test                   Methodology   Sample/Volume     Temp   Referral Lab   Schedule   Turn around     MRP,,
4199,Code                                                                          Name                      time,,
4200,,,
4201,1313    XR248   X-Ray S I Joint Both Oblique                 ---Select---()           IH                                       400.00,,
4202,Views,,
4203,,,
4204,1314    XR249   X-Ray S I Joint Lat View                     .()                      IH                                       200.00,,
4205,,,
4206,1315    XR250   X-Ray Sacro Coccyx AP &                      .()                      IH                                       400.00,,
4207,Lat Views,,
4208,,,
4209,1316    XR251   X-Ray Sacro Coccyx Lat                       .(2)                     IH                                       200.00,,
4210,Views,,
4211,,,
4212,1317    XR252   X-Ray Scaphoid (Wrist)                       ---Select---()           IH                                       200.00,,
4213,,,
4214,1318    XR253   X-Ray Shoulder AP &                          ---Select---(1)          IH                                       400.00,,
4215,Lateral Views,,
4216,,,
4217,1319    XR254   X-Ray Shoulder AP View                       ---Select---()           IH                                       200.00,,
4218,,,
4219,1320    XR255   X-Ray Shoulder Axillary                      ---Select---()           IH                                       200.00,,
4220,View,,
4221,,,
4222,1321    XR257   X-Ray Sinogram                               ---Select---()           IH                                      1200.00,,
4223,,,
4224,1322    XR258   X-Ray Skull AP & Lat View                    .()                      IH                                       400.00,,
4225,,,
4226,1323    XR259   X-Ray Skull AP View                          ---Select---()           IH                                       200.00,,
4227,,,
4228,1324    XR260   X-Ray Skull Lat View                         .()                      IH                                       200.00,,
4229,,,
4230,1325    XR261   X-Ray Sternum AP & Lat                       .()                      IH                                       400.00,,
4231,View,,
4232,,,
4233,1326    XR262   X-Ray TM Joint Lat View(2                    .()                      IH                                       250.00,,
4234,Views),,
4235,,,
4236,1327    XR264   X-Ray Thoracic Spine AP &                    ---Select---()           IH                                       400.00,,
4237,Lateral Views,,
4238,,,
4239,1328    XR265   X-Ray Thoracic Spine AP                      ---Select---()           IH                                       200.00,,
4240,View,,
4241,,,
4242,1329    XR266   X-Ray Thoracic Spine                         ---Select---()           IH                                       200.00,,
4243,Lateral View,,
4244,,,
4245,1330    XR267   X-Ray Thoraco-Lumbar                         ---Select---()           IH                                       400.00,,
4246,Spine Ap & Lat Views,,
4247,,,
4248,1331    XR268   X-RAY Thumb AP & Lat                         .()                      IH                                       250.00,,
4249,Views,,
4250,,,
4251,1332    XR269   X-Ray Toe AP & Lat Views                     .()                      IH                                       250.00,,
4252,Page 79 of 86,,
4253,RADIOLOGY,,
4254,,,
4255,SNo     Test    Name Of Test                  Methodology   Sample/Volume    Temp   Referral Lab   Schedule   Turn around     MRP,,
4256,Code                                                                        Name                      time,,
4257,,,
